stop_id,stop_code,stop_name,stop_desc,stop_lon,stop_lat,zone_id,stop_url,location_type,parent_station,stop_timezone,level_id,wheelchair_boarding,platform_code
IDFM:StopPlaceEntrance:50148634,2,Av. Pierre Vermeir,,2.2873961431671237,48.7397024661257,,,2,IDFM:69622,,,0,
IDFM:StopPlaceEntrance:50170213,1,av. Pozzo di Borgo / r. Alexandre Coutureau / r. Armengaud,,2.216671461070222,48.845543386791434,,,2,IDFM:73749,,,0,
IDFM:StopPlaceEntrance:50148637,3,av. Ramolfo Garnier,,2.259522395901664,48.72407112348938,,,2,IDFM:63244,,,0,
IDFM:StopPlaceEntrance:50148828,3,av. Raymond Poincaré,,2.29896957373205,48.78118087772138,,,2,IDFM:74265,,,0,
IDFM:StopPlaceEntrance:50148272,3,av. Raymond Poincaré,,2.2870913429836723,48.86363816409707,,,2,IDFM:71285,,,0,
IDFM:StopPlaceEntrance:50147910,2,av. Raymond Poincaré,,2.285449191778237,48.87006771250854,,,2,IDFM:71315,,,0,
IDFM:StopPlaceEntrance:50147954,4,av. Secrétan,,2.370462868829197,48.88255113430297,,,2,IDFM:71940,,,0,
IDFM:StopPlaceEntrance:50148151,1,av. Stalingrad,,2.367333355844593,48.78770538184174,,,2,IDFM:70143,,,0,
IDFM:StopPlaceEntrance:50147886,2,av. Stéphane Mallarmé,,2.292556971450143,48.88575844359502,,,2,IDFM:71450,,,0,
IDFM:StopPlaceEntrance:50170214,2,av. Suffren / Tour Eiffel,,2.2910355650394467,48.85727618083752,,,2,IDFM:73844,,,0,
IDFM:StopPlaceEntrance:50170215,,av. Victor et Hélène Basch,,2.2908064281045135,48.81803520302099,,,2,IDFM:70584,,,0,
IDFM:StopPlaceEntrance:50148539,5,av. Victor Hugo,,2.1729299498850865,48.887608943703526,,,2,IDFM:70902,,,0,
IDFM:StopPlaceEntrance:50148240,1,av. Victor Hugo,,2.244309665912419,48.8340292779264,,,2,IDFM:71054,,,0,
IDFM:StopPlaceEntrance:50147911,1,av. Victor Hugo,,2.2856955510776955,48.86999723523488,,,2,IDFM:71315,,,0,
IDFM:StopPlaceEntrance:50170216,,av. Victor Hugo,,2.384534065868071,48.924190403935455,,,2,IDFM:72598,,,0,
IDFM:StopPlaceEntrance:50147799,18,av. Victoria,,2.348810662633879,48.85731673840054,,,2,IDFM:71264,,,0,
IDFM:StopPlaceEntrance:50148393,4,av. Victoria,,2.3512103007328022,48.85724883121351,,,2,IDFM:415852,,,0,
IDFM:StopPlaceEntrance:50148344,2,av. Walwein,,2.4419399279565894,48.862472853679485,,,2,IDFM:71785,,,0,
IDFM:StopPlaceEntrance:50148328,5,av.de Taillebourg,,2.397020625937696,48.848854676508374,,,2,IDFM:71673,,,0,
IDFM:StopPlaceEntrance:50170217,,av.du Bois St Martin (direction Paris),,2.5795042177048737,48.823167313517686,,,2,IDFM:73096,,,0,
IDFM:StopPlaceEntrance:50148144,,avenue de Fontainebleau,,2.362414486945622,48.81040698399844,,,2,IDFM:70452,,,0,
IDFM:StopPlaceEntrance:50148145,,avenue de Fontainebleau / avenue Eugène Thomas,,2.3620228036074535,48.81014407207676,,,2,IDFM:70452,,,0,
IDFM:StopPlaceEntrance:50148071,,avenue de la République / côté des n° impairs,,2.3917699999859585,48.90408302094049,,,2,IDFM:72460,,,0,
IDFM:StopPlaceEntrance:50148070,,avenue de la République / côté des n° impairs,,2.391867167077293,48.90393962490311,,,2,IDFM:72460,,,0,
IDFM:StopPlaceEntrance:50148072,,avenue de la République / côté des n° pairs,,2.391732650103294,48.90377706623312,,,2,IDFM:72460,,,0,
IDFM:StopPlaceEntrance:50148223,,avenue du Général Leclerc / côté des n° impairs,,2.4347621451250503,48.80918802179713,,,2,IDFM:70426,,,0,
IDFM:StopPlaceEntrance:50148222,,avenue du Général Leclerc / côté des n° pairs,,2.434533011405682,48.80897108649902,,,2,IDFM:70426,,,0,
IDFM:StopPlaceEntrance:50148074,,avenue Jean Jaurès / côté des n° pairs,,2.392455927439001,48.903753757860684,,,2,IDFM:72460,,,0,
IDFM:StopPlaceEntrance:50148073,,avenue Jean Jaurès / côté des n° pairs,,2.392455927439001,48.903753757860684,,,2,IDFM:72460,,,0,
IDFM:StopPlaceEntrance:50148868,3,Bassin,,2.5484329967884007,48.84084327091516,,,2,IDFM:412697,,,0,
IDFM:StopPlaceEntrance:50148088,6,Bassin de la Villette,,2.3694866282755687,48.88434465249228,,,2,IDFM:71961,,,0,
IDFM:StopPlaceEntrance:50170218,,Bâtiment voyageur,,2.5327680640333377,48.680822577279336,,,2,IDFM:62596,,,0,
IDFM:StopPlaceEntrance:50170219,,Bâtiment voyageur,,2.2748689758576486,48.856432839074486,,,2,IDFM:71229,,,0,
IDFM:StopPlaceEntrance:50170220,,Bâtiment voyageur (côté Asnières),,2.2684497925206495,48.90592039326258,,,2,IDFM:72124,,,0,
IDFM:StopPlaceEntrance:50170221,,Bâtiment voyageur (côté Courbevoie),,2.268652393057494,48.90509425650303,,,2,IDFM:72124,,,0,
IDFM:StopPlaceEntrance:50170222,,Bâtiment voyageur (côté Courbevoie),,2.269018931178165,48.90522239874354,,,2,IDFM:72124,,,0,
IDFM:StopPlaceEntrance:50148762,3,bd Anatole France,,2.343202584475988,48.919447508418806,,,2,IDFM:72217,,,0,
IDFM:StopPlaceEntrance:50170223,,bd Angibout,,1.9632893636988895,49.00739502545903,,,2,IDFM:66338,,,0,
IDFM:StopPlaceEntrance:50148119,2,bd Arago,,2.3520995613000113,48.83615468310329,,,2,IDFM:71076,,,0,
IDFM:StopPlaceEntrance:50148597,2,bd Archimède,,2.581916703209396,48.84333925160061,,,2,IDFM:73163,,,0,
IDFM:StopPlaceEntrance:50148036,2,bd Auguste Blanqui,,2.3500288694292175,48.82958703791395,,,2,IDFM:71013,,,0,
IDFM:StopPlaceEntrance:50148017,1,bd Auguste Blanqui,,2.354794264981034,48.83088095613359,,,2,IDFM:71033,,,0,
IDFM:StopPlaceEntrance:50148639,2,bd Bara,,2.24596717908446,48.717555043524435,,,2,IDFM:63175,,,0,
IDFM:StopPlaceEntrance:50147787,3,bd Barbès,,2.3497222627107552,48.886927928363036,,,2,IDFM:71469,,,0,
IDFM:StopPlaceEntrance:50147782,3,bd Barbès,,2.3498296310985567,48.883789856786485,,,2,IDFM:71426,,,0,
IDFM:StopPlaceEntrance:50147761,1,bd Barbès,,2.3494304074761145,48.89064055607405,,,2,IDFM:71511,,,0,
IDFM:StopPlaceEntrance:50148193,8,bd Beaumarchais,,2.368695100542978,48.854023749643616,,,2,IDFM:463564,,,0,
IDFM:StopPlaceEntrance:50148189,1,bd Beaumarchais,,2.3678901635210963,48.85746401216648,,,2,IDFM:73622,,,0,
IDFM:StopPlaceEntrance:50148188,2,bd Beaumarchais,,2.368259009203488,48.8573940120568,,,2,IDFM:73622,,,0,
IDFM:StopPlaceEntrance:50148516,1,bd Berthier,,2.31357003000377,48.89415457124707,,,2,IDFM:71545,,,0,
IDFM:StopPlaceEntrance:50148514,2,bd Bessières,,2.3141943060156636,48.894391972301015,,,2,IDFM:71545,,,0,
IDFM:StopPlaceEntrance:50148501,1,bd Bessières,,2.3287492088469635,48.89742421547235,,,2,IDFM:72078,,,0,
IDFM:StopPlaceEntrance:50148190,5,bd Bourdon,,2.367788490736081,48.85236415435025,,,2,IDFM:463564,,,0,
IDFM:StopPlaceEntrance:50148631,4,bd Brossolette,,2.3008731568602823,48.75490178753807,,,2,IDFM:69759,,,0,
IDFM:StopPlaceEntrance:50148473,2,bd Brune,,2.3057438024267656,48.82746745552144,,,2,IDFM:71006,,,0,
IDFM:StopPlaceEntrance:50147871,3,bd Brune,,2.325234724195952,48.8233969049387,,,2,IDFM:70657,,,0,
IDFM:StopPlaceEntrance:50170224,,bd Carnot,,2.511901785199932,48.889137777286116,,,2,IDFM:73297,,,0,
IDFM:StopPlaceEntrance:50170225,,bd Carnot,,2.5123667944094716,48.888995782031024,,,2,IDFM:73297,,,0,
IDFM:StopPlaceEntrance:50170226,,bd Carnot,,1.7038974177024095,48.98953158159915,,,2,IDFM:65931,,,0,
IDFM:StopPlaceEntrance:50148472,2,bd Charles de Gaulle,,2.2985782419909304,48.82244306740345,,,2,IDFM:73766,,,0,
IDFM:StopPlaceEntrance:50170227,,bd Chilpéric,,2.584545226279996,48.8742584342857,,,2,IDFM:68407,,,0,
IDFM:StopPlaceEntrance:50170228,,bd Circulaire,,2.0787017235498064,49.01427148990558,,,2,IDFM:66436,,,0,
IDFM:StopPlaceEntrance:50147901,1,bd Davout,,2.4085299706217174,48.86376033578046,,,2,IDFM:71799,,,0,
IDFM:StopPlaceEntrance:50148335,2,bd Davout,,2.4110018951851426,48.853699871858424,,,2,IDFM:71710,,,0,
IDFM:StopPlaceEntrance:50148416,1,bd de Belleville,,2.3772847583299157,48.871965699281404,,,2,IDFM:71853,,,0,
IDFM:StopPlaceEntrance:50148181,6,bd de Bonne Nouvelle,,2.35025981361458,48.87007733611446,,,2,IDFM:71320,,,0,
IDFM:StopPlaceEntrance:50147827,4,bd de Bonne Nouvelle,,2.352088840004055,48.86989838924005,,,2,IDFM:73633,,,0,
IDFM:StopPlaceEntrance:50148339,3,bd de Chanzy,,2.4363130322998634,48.858453410102214,,,2,IDFM:71756,,,0,
IDFM:StopPlaceEntrance:50147949,1,bd de Charonne,,2.3902608680512007,48.858227620853704,,,2,IDFM:71751,,,0,
IDFM:StopPlaceEntrance:50147908,3,bd de Courcelles,,2.298942903282021,48.87838547964633,,,2,IDFM:71367,,,0,
IDFM:StopPlaceEntrance:50147939,1,bd de Courcelles,,2.3037188277448872,48.87913282297963,,,2,IDFM:71376,,,0,
IDFM:StopPlaceEntrance:50147865,3,bd de Courcelles,,2.314085730603647,48.88089241387627,,,2,IDFM:71403,,,0,
IDFM:StopPlaceEntrance:50147780,4,bd de Denain,,2.3544612166104835,48.87977692493384,,,2,IDFM:71410,,,0,
IDFM:StopPlaceEntrance:50170229,,bd de Finlande,,2.2602902480263296,48.930979009124634,,,2,IDFM:72287,,,0,
IDFM:StopPlaceEntrance:50170230,,bd de Finlande,,2.2607829720925503,48.930883126509634,,,2,IDFM:72287,,,0,
IDFM:StopPlaceEntrance:50148027,3,bd de Grenelle,,2.289791485592968,48.853554454057544,,,2,IDFM:473829,,,0,
IDFM:StopPlaceEntrance:50148790,3,bd de Grenelle,,2.299534845307909,48.84856647542296,,,2,IDFM:71199,,,0,
IDFM:StopPlaceEntrance:50147926,3,bd de la Chapelle,,2.364959365268972,48.88433871204113,,,2,IDFM:71961,,,0,
IDFM:StopPlaceEntrance:50147783,4,bd de la Chappelle,,2.3497484917971843,48.88373545638012,,,2,IDFM:71426,,,0,
IDFM:StopPlaceEntrance:50148420,2,bd de la Liberté,,2.416462644396246,48.879636534368366,,,2,IDFM:71909,,,0,
IDFM:StopPlaceEntrance:50170231,,bd de la Résistance,,2.231813135137657,48.95075519090763,,,2,IDFM:65110,,,0,
IDFM:StopPlaceEntrance:50148540,1,bd de la Seine,,2.1958962995661384,48.89552667655083,,,2,IDFM:70940,,,0,
IDFM:StopPlaceEntrance:50148171,1,bd de la Tour-Maubourg,,2.3101920122934634,48.857783859042044,,,2,IDFM:71242,,,0,
IDFM:StopPlaceEntrance:50148417,3,bd de la Villette,,2.3767192637990626,48.872511351142826,,,2,IDFM:71853,,,0,
IDFM:StopPlaceEntrance:50148784,1,bd de la Villette,,2.370222437619638,48.88213617868299,,,2,IDFM:71940,,,0,
IDFM:StopPlaceEntrance:50147912,3,bd de l'Amiral Bruix,,2.2771986402217053,48.87222157334662,,,2,IDFM:474152,,,0,
IDFM:StopPlaceEntrance:50148014,1,bd de l'Hôpital,,2.360858868426899,48.83845022327327,,,2,IDFM:71092,,,0,
IDFM:StopPlaceEntrance:50148350,1,bd de l'Hôpital,,2.364237734503186,48.842920075765,,,2,IDFM:71135,,,0,
IDFM:StopPlaceEntrance:50170232,,bd de l'Oise,,2.0795819427583373,49.03634562350902,,,2,IDFM:66696,,,0,
IDFM:StopPlaceEntrance:50148809,2,bd de Lozère,,2.2370694488863445,48.70784710405478,,,2,IDFM:63067,,,0,
IDFM:StopPlaceEntrance:50148405,5,bd de Magenta,,2.362510551789274,48.868272583052836,,,2,IDFM:71311,,,0,
IDFM:StopPlaceEntrance:50147738,1,bd de Magenta,,2.3611430154414386,48.870846396789396,,,2,IDFM:71322,,,0,
IDFM:StopPlaceEntrance:50147785,2,bd de Magenta,,2.3491637391158333,48.883606372974164,,,2,IDFM:71426,,,0,
IDFM:StopPlaceEntrance:50147890,1,bd de Ménilmontant,,2.387482550235153,48.862683175985694,,,2,IDFM:71787,,,0,
IDFM:StopPlaceEntrance:50148641,2,bd de Palaiseau,,2.2124837447549033,48.70605028904699,,,2,IDFM:63029,,,0,
IDFM:StopPlaceEntrance:50148804,3,bd de Pesaro,,2.2210117856486593,48.897032688538715,,,2,IDFM:70945,,,0,
IDFM:StopPlaceEntrance:50148049,1,bd de Picpus,,2.401136315248828,48.84171647495661,,,2,IDFM:73650,,,0,
IDFM:StopPlaceEntrance:50147784,1,bd de Rochechouart,,2.3491211467697206,48.883741040847596,,,2,IDFM:71426,,,0,
IDFM:StopPlaceEntrance:50147819,1,bd de Sébastopol,,2.3522860913902224,48.86609524053556,,,2,IDFM:73636,,,0,
IDFM:StopPlaceEntrance:50147824,1,bd de Sébastopol,,2.353663535592815,48.86934031833189,,,2,IDFM:73633,,,0,
IDFM:StopPlaceEntrance:50147823,6,bd de Strasbourg,,2.3539615376287397,48.869494815066254,,,2,IDFM:73633,,,0,
IDFM:StopPlaceEntrance:50147803,6,bd de Strasbourg,,2.35834003462711,48.87593963749213,,,2,IDFM:71359,,,0,
IDFM:StopPlaceEntrance:50148765,2,bd de Strasbourg,,2.3563342465128843,48.8727542118981,,,2,IDFM:71333,,,0,
IDFM:StopPlaceEntrance:50148779,2,bd de Vincennes,,2.462260720780745,48.844237247837775,,,2,IDFM:71630,,,0,
IDFM:StopPlaceEntrance:50147864,2,bd des Batignolles,,2.3161414999569523,48.88113800143041,,,2,IDFM:71403,,,0,
IDFM:StopPlaceEntrance:50148185,1,bd des Filles du Calvaire,,2.3664705084123034,48.86324829803672,,,2,IDFM:71277,,,0,
IDFM:StopPlaceEntrance:50148365,1,bd des Invalides,,2.316275600468107,48.84703547104177,,,2,IDFM:71159,,,0,
IDFM:StopPlaceEntrance:50148295,8,bd des Italiens,,2.338622140369956,48.871848252375216,,,2,IDFM:71330,,,0,
IDFM:StopPlaceEntrance:50170234,1,bd des Provinces Françaises,,2.2155865793779874,48.90132305629411,,,2,IDFM:70956,,,0,
IDFM:StopPlaceEntrance:50170233,3,bd des Provinces Françaises,,2.2125041017027827,48.9012938348629,,,2,IDFM:70956,,,0,
IDFM:StopPlaceEntrance:50170235,2,bd des Provinces Françaises (coté Université),,2.21489834637432,48.901732237977505,,,2,IDFM:70956,,,0,
IDFM:StopPlaceEntrance:50148054,3,bd Diderot,,2.394917927413297,48.84803464233685,,,2,IDFM:71673,,,0,
IDFM:StopPlaceEntrance:50148559,1,bd Diderot,,2.372979894186942,48.8456463064463,,,2,IDFM:73626,,,0,
IDFM:StopPlaceEntrance:50148203,1,bd Diderot,,2.386574063267648,48.84722770060945,,,2,IDFM:71654,,,0,
IDFM:StopPlaceEntrance:50148541,2,bd du Couchant,,2.1951958637745035,48.89495538958975,,,2,IDFM:70940,,,0,
